customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TotalIntlCalls;TotalDayCalls;TotalEveMinutes;TotalIntlMinutes;TotalDayMinutes;TotalEveCalls;NumbervMailMessages;CustomerServiceCalls;InternationalPlan;TotalCall;VoiceMailPlan;TotalNightCalls;TotalNightMinutes;Churn
7017-VFHAY;Female;0;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,1;7008,15;2;80;197,4;9,7;175,4;127;0;2;No;313;No;102;188,2;No
4003-OCTMP;Female;0;Yes;No;31;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Electronic check;64;1910,75;5;106;223,5;11,2;143,5;147;28;0;No;327;Yes;69;175,4;No
6097-EQISJ;Female;0;Yes;Yes;66;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);102,45;6615,15;;;;;;;;;;;;;;Yes
0495-ZBNGW;Male;1;Yes;No;5;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,9;343,95;;;;;;;;;;;;;;Yes
1894-IGFSG;Female;0;No;No;22;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89,25;1907,85;2;109;185,3;4,1;220,2;99;37;0;Yes;292;Yes;82;205,1;Yes
3452-SRFEG;Male;0;No;No;49;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,6;3720,35;;;;;;;;;;;;;;No
9752-ZNQUT;Female;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;48,6;48,6;4;73;273;13,7;161,8;58;33;0;No;211;Yes;76;153,9;No
6726-NNFWD;Female;1;Yes;No;71;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Two year;No;Credit card (automatic);89,45;6435,25;7;105;167,3;10,4;148,7;105;42;0;No;322;Yes;105;270,6;No
9866-QEVEE;Male;0;No;No;19;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);86;1532,45;;;;;;;;;;;;;;Yes
2186-QZEYA;Female;1;No;No;29;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);58,55;1718,95;;;;;;;;;;;;;;No
0611-DFXKO;Male;0;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;89;1820,45;6;72;211;10,5;167,8;99;0;4;No;290;No;109;153,5;Yes
5743-KHMNA;Male;0;No;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,55;1898,1;;;;;;;;;;;;;;No
4957-SREEC;Male;0;Yes;Yes;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,35;1458,1;6;97;187,7;8,7;137,8;118;0;1;No;307;No;85;146,4;No
4311-QTTAI;Female;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,35;295,55;5;102;298;9,8;168,6;117;0;1;No;335;No;110;194,7;No
9277-JOOMO;Female;0;No;No;3;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;24,6;86,35;;;;;;;;;;;;;;No
5095-ETBRJ;Female;0;Yes;No;55;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;56,8;3112,05;5;84;229,2;9,2;253,7;109;27;7;No;328;Yes;123;190,5;No
2150-OEGBV;Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,1;562,6;13;87;170,4;9,5;185,2;96;0;1;No;301;No;104;165,1;No
2316-ESMLS;Female;0;Yes;Yes;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);33,15;444,75;;;;;;;;;;;;;;No
1508-DFXCU;Male;0;No;No;12;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;81,45;912;6;140;322,3;10,6;244,3;89;29;0;No;318;Yes;83;166,8;No
2731-GJRDG;Female;0;No;No;32;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);109,55;3608;9;89;223,5;9,7;211,1;97;29;2;No;303;Yes;106;148,4;No
7752-XUSCI;Female;0;No;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,9;6396,45;;;;;;;;;;;;;;Yes
8563-OYMQY;Male;0;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);90,95;1612,2;4;107;197,2;10,7;169,4;71;0;1;No;262;No;79;202,2;No
0867-MKZVY;Female;0;Yes;No;20;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;82,4;1592,35;;;;;;;;;;;;;;Yes
5815-HGGHV;Male;0;Yes;No;20;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Mailed check;64,15;1274,45;6;84;211,4;5,9;141,1;108;0;3;No;328;No;127;103,7;No
2969-QWUBZ;Female;0;No;No;2;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;51,4;96,8;;;;;;;;;;;;;;No
5924-SNGKP;Female;0;No;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,25;865;7;119;206,7;10,1;102,8;91;0;1;No;323;No;105;299;No
1389-CXMLU;Male;1;No;No;3;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;91,05;289,1;;;;;;;;;;;;;;Yes
2724-FJDYW;Male;0;No;Yes;39;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);54,85;2191,7;;;;;;;;;;;;;;No
8259-NFJTV;Female;0;Yes;Yes;7;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;34,65;246,6;;;;;;;;;;;;;;No
4086-YQSNZ;Female;1;Yes;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,4;224,05;2;108;178,4;14,4;287,1;125;0;3;No;336;No;98;153,2;Yes
3061-BCKYI;Male;0;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,9;283,75;2;114;150;10,3;239,2;115;0;5;No;317;No;81;160,8;No
3266-FTKHB;Male;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,15;343,45;3;134;261,5;10;191,3;113;0;1;No;362;No;111;182,3;No
8780-YRMTT;Female;0;No;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Mailed check;47,4;3177,25;;;;;;;;;;;;;;No
8034-RYTVV;Female;0;No;No;55;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);84,25;4589,85;;;;;;;;;;;;;;No
4139-SUGLD;Male;0;Yes;Yes;31;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);35,4;1077,5;;;;;;;;;;;;;;Yes
2930-UOTMB;Female;0;No;No;31;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);65,25;1994,3;;;;;;;;;;;;;;Yes
5906-DVAPM;Female;0;Yes;Yes;55;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Credit card (automatic);75;4213,9;;;;;;;;;;;;;;No
1867-TJHTS;Female;0;No;No;58;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,8;4526,85;;;;;;;;;;;;;;No
3858-VOBET;Male;0;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,95;1710,45;;;;;;;;;;;;;;Yes
1385-TQOZW;Female;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,45;147,55;4;105;65,2;10,9;169,8;116;39;1;No;318;Yes;92;144,4;No
7156-MXBJE;Female;0;No;No;43;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);85,1;3662,25;2;61;158,8;10,5;133,8;96;0;1;No;252;No;92;189,6;No
7853-GVUDZ;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,15;20,15;;;;;;;;;;;;;;Yes
8329-GWVPJ;Female;0;Yes;Yes;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,75;3557,7;7;129;113,4;12,5;122,4;108;0;1;No;342;No;97;180,2;No
3850-OKINF;Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;Yes;Electronic check;66,2;4692,55;;;;;;;;;;;;;;No
2460-FPSYH;Female;1;No;No;40;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;55,8;2109,35;;;;;;;;;;;;;;Yes
9553-DLCLU;Female;0;No;Yes;13;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88,95;1161,75;;;;;;;;;;;;;;No
1229-RCALF;Female;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;115;7396,15;;;;;;;;;;;;;;No
3453-RTHJQ;Male;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,1;435;10;123;196,6;10,2;179,1;132;0;1;No;382;No;116;186,7;No
8208-EUMTE;Male;0;No;No;16;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;54,85;916,15;;;;;;;;;;;;;;No
4349-GFQHK;Male;0;No;No;1;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;54,35;54,35;;;;;;;;;;;;;;Yes
6408-WHTEF;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;89,4;6376,55;;;;;;;;;;;;;;No
1415-YFWLT;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,3;89,3;;;;;;;;;;;;;;Yes
1982-FEBTD;Female;0;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,6;514,75;4;71;184;12,9;143,8;131;0;3;No;341;No;132;275,5;No
8514-VZHEB;Male;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,5;1147,85;9;125;250,7;9,8;175,4;87;0;1;No;296;No;74;289,3;No
9558-IHEZX;Female;0;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);106,75;7283,25;;;;;;;;;;;;;;No
1391-UBDAR;Male;0;No;No;11;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;72,9;818,45;4;114;209,5;7,4;180,9;118;0;2;Yes;343;No;105;249,9;No
5685-IIXLY;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,6;404,2;;;;;;;;;;;;;;Yes
4990-ALDGW;Male;0;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,75;1118,8;3;87;131;9,4;214,8;114;0;3;No;311;No;104;216,9;No
7073-QETQY;Male;0;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;20,35;1359,5;6;97;136,7;7,7;131,8;100;0;2;No;324;No;119;308,2;No
5482-PLVPE;Female;1;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;24,35;41,85;;;;;;;;;;;;;;Yes
0103-CSITQ;Female;0;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);109,4;6252,7;;;;;;;;;;;;;;No
0684-AOSIH;Male;0;Yes;No;1;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95;95;3;151;148;15,8;174,7;56;0;6;No;325;No;109;168,2;Yes
6481-OGDOO;Male;0;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);90,6;6056,15;6;127;254,5;8,9;249,9;118;0;2;No;351;No;98;273,2;Yes
0244-LGNFY;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92,65;6733;;;;;;;;;;;;;;No
0536-ESJEP;Male;0;Yes;No;54;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,55;4191,45;3;93;216,9;12,6;153,6;88;23;2;No;277;Yes;91;161,3;No
6982-UQZLY;Female;1;Yes;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,85;20,85;;;;;;;;;;;;;;Yes
5393-HJZSM;Female;0;Yes;Yes;32;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);76,3;2404,15;6;81;225;10,3;201,8;114;0;1;No;284;No;82;204,4;No
2845-KDHVX;Female;0;Yes;No;64;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;68,3;4378,8;3;77;123,5;12,9;106,1;100;0;0;Yes;272;No;92;96,4;No
5976-JCJRH;Male;0;Yes;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;738,2;3;122;195,6;7,2;276,5;79;0;1;Yes;283;No;78;210,3;Yes
7903-CMPEY;Male;1;Yes;No;1;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;80,3;80,3;;;;;;;;;;;;;;Yes
6651-AZVTJ;Male;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,8;4872,45;;;;;;;;;;;;;;Yes
4676-MQUEA;Male;1;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);101,9;5265,5;6;70;252,2;7,5;115,5;143;0;0;No;310;No;91;208,9;No
6229-UOLQL;Male;0;Yes;Yes;56;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Mailed check;52;2884,9;;;;;;;;;;;;;;No
9958-MEKUC;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);103,95;7517,7;;;;;;;;;;;;;;No
2516-XSJKX;Female;0;Yes;Yes;41;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;78,45;3126,45;4;80;150,1;10,8;113;87;0;2;No;288;No;115;204,3;No
9650-VBUOG;Male;0;Yes;Yes;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,05;963,95;5;110;114,7;13,2;187,2;116;0;1;No;315;No;83;104,7;No
1421-HCERK;Male;1;Yes;No;30;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);105,7;3181,8;;;;;;;;;;;;;;No
7279-NMVJC;Female;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,9;323,15;5;78;195,3;3,6;215,6;119;0;1;No;268;No;65;194,4;No
6490-FGZAT;Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,65;109,3;4;90;217,4;13,1;115,4;78;31;1;No;275;Yes;102;239,9;No
1032-MAELW;Female;0;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;78,45;5333,35;;;;;;;;;;;;;;No
1261-FWTTE;Male;1;No;No;23;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);34,65;768,45;;;;;;;;;;;;;;No
8808-ELEHO;Male;1;No;No;8;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,25;585,95;;;;;;;;;;;;;;Yes
1744-JHKYS;Female;0;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;24,7;780,2;5;116;167,4;14;191,4;99;0;3;No;335;No;112;216,5;No
5676-CFLYY;Male;0;Yes;Yes;71;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);73,35;5154,5;4;134;246,6;11,3;86,3;92;0;1;No;322;No;91;251,6;No
8871-JLMHM;Female;0;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);90,2;6297,65;;;;;;;;;;;;;;No
4088-YLDSU;Male;0;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;104,15;5743,05;;;;;;;;;;;;;;Yes
3511-BFTJW;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Credit card (automatic);38,5;2763;;;;;;;;;;;;;;No
3090-QFUVD;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,3;20,3;6;79;315,3;10,3;286,6;102;23;1;No;289;Yes;101;193,9;No
8966-KZXXA;Male;0;Yes;Yes;36;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,1;930,95;;;;;;;;;;;;;;No
2856-NNASM;Male;1;No;No;43;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;89,55;3856,75;;;;;;;;;;;;;;Yes
2207-NHRJK;Male;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50,8;50,8;7;126;219,4;14,5;148,5;125;0;1;Yes;380;No;121;198,5;Yes
8218-FFJDS;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);86,4;6058,95;;;;;;;;;;;;;;No
2034-CGRHZ;Male;1;No;No;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);102,95;2496,7;;;;;;;;;;;;;;Yes
9028-LIHRP;Male;0;Yes;Yes;71;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);100,2;7209;5;102;193,6;11;87;64;0;0;No;291;No;120;205,8;No
7665-TOALD;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,6;69,6;;;;;;;;;;;;;;Yes
3961-SXAXY;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);44,05;44,05;6;78;267,4;1,3;189,6;117;0;1;Yes;339;No;137;184,5;No
3648-GZPHF;Male;0;Yes;Yes;32;No;No phone service;DSL;No;No;Yes;Yes;No;No;One year;Yes;Mailed check;36,25;1151,05;;;;;;;;;;;;;;No
9904-EHEVJ;Female;1;Yes;Yes;32;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;91,35;2896,55;;;;;;;;;;;;;;No
1689-MRZQR;Male;0;Yes;Yes;34;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;78,3;2564,3;2;48;125,8;8,3;121,7;112;0;6;No;290;No;122;261,6;Yes
7278-CKDNC;Male;1;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,5;2088,45;;;;;;;;;;;;;;No
4670-TABXH;Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);109,75;7758,9;;;;;;;;;;;;;;No
3327-YBAKM;Female;0;Yes;No;64;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Mailed check;96,9;6314,35;9;104;109,6;7,1;88,8;94;33;3;No;317;Yes;107;172,7;No
9867-NNXLC;Female;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,05;470,2;6;120;230,5;11,9;109,8;86;0;1;No;316;No;103;255,8;No
2259-OUUSZ;Male;0;No;No;7;No;No phone service;DSL;No;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);35,5;249,55;;;;;;;;;;;;;;No
4430-YHXGG;Female;0;No;Yes;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;25,45;84,2;;;;;;;;;;;;;;No
9424-CMPOG;Male;0;Yes;Yes;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,6;197,4;5;100;115,7;12,8;165,4;87;0;2;No;312;No;118;193,8;No
9691-HKOVS;Female;0;Yes;No;55;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;90,15;4916,95;;;;;;;;;;;;;;No
2474-LCNUE;Female;0;Yes;No;23;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);73,65;1642,75;;;;;;;;;;;;;;No
8705-DWKTI;Male;0;No;No;52;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);83,8;4331,4;3;118;113,3;11,4;102;134;0;2;No;362;No;105;188,6;No
6218-KNUBD;Male;0;No;No;6;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;59,45;357,6;5;78;211;11,4;216,9;115;0;3;No;317;No;116;179,8;No
7674-YTAFD;Female;0;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);79,95;2684,85;5;137;189;14,6;178,3;76;0;0;No;320;No;102;129,1;No
3520-FJGCV;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);112,6;8126,65;3;98;228;10,6;97,1;131;0;1;No;344;No;111;240;No
2978-XXSOG;Female;0;No;No;22;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;59,05;1253,5;;;;;;;;;;;;;;No
2330-PQGDQ;Male;0;Yes;Yes;51;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);84,2;4299,75;;;;;;;;;;;;;;No
6194-HBGQN;Male;0;No;No;51;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);81,15;4126,2;;;;;;;;;;;;;;No
0022-TCJCI;Male;1;No;No;45;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;No;Credit card (automatic);62,7;2791,5;3;133;170,5;11,5;303,2;86;0;0;No;302;No;80;227,6;Yes
1094-BKOSX;Female;0;Yes;Yes;45;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);51;2264,5;;;;;;;;;;;;;;No
7163-OCEQI;Male;0;Yes;Yes;22;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;78,65;1663,75;;;;;;;;;;;;;;No
0310-VQXAM;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;178,8;6;90;205,1;10,4;118,7;57;0;3;No;256;No;100;172,2;No
4578-PHJYZ;Male;0;Yes;Yes;52;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Electronic check;68,75;3482,85;2;123;253,6;6,4;141,3;87;0;1;No;309;No;96;215,8;No
1254-IZEYF;Female;1;No;No;31;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,95;3186,65;;;;;;;;;;;;;;Yes
0121-SNYRK;Male;0;No;No;50;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;35,4;1748,9;;;;;;;;;;;;;;No
2804-ETQDK;Male;0;No;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,55;1357,1;8;118;249,9;14,5;84,7;86;0;1;No;308;No;95;193,4;No
3853-LYGAM;Male;0;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);95,65;1640;;;;;;;;;;;;;;No
0118-JPNOY;Female;1;No;No;26;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);85,8;2193,65;4;89;169,4;15,9;208,3;67;0;3;No;253;No;90;102;No
9677-AVKED;Female;0;No;Yes;53;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;84,6;4449,75;;;;;;;;;;;;;;No
6927-WTFIV;Male;1;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71,3;1389,2;;;;;;;;;;;;;;Yes
6333-YDVLT;Male;0;No;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);110;7138,65;;;;;;;;;;;;;;No
7753-USQYQ;Male;0;No;No;55;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Electronic check;64,2;3627,3;1;67;222,2;3,1;216,2;133;0;2;No;298;No;95;192;No
4626-OZDTJ;Female;0;Yes;No;51;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);78,65;3950,85;;;;;;;;;;;;;;No
8314-DPQHL;Male;0;No;No;9;No;No phone service;DSL;Yes;No;Yes;Yes;No;Yes;One year;No;Mailed check;50,8;463,6;;;;;;;;;;;;;;No
7901-TBKJX;Male;1;No;No;56;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,05;5594;;;;;;;;;;;;;;No
6814-ZPWFQ;Male;1;No;No;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);25;1260,7;;;;;;;;;;;;;;No
